"","logFC","logCPM","F","PValue","FDR"
"Rv1319c",-0.155764945911425,5.65443806491071,2.67527413343282,0.117756728257009,0.24386980189677
"Rv2944",0.214818318051306,4.63329132714855,2.67489891888087,0.117781551500728,0.24386980189677
"P55",0.141004260616013,8.87336307640592,2.66875846701314,0.118177498839134,0.244560905014809
"cmr",-0.39909013152082,2.81760141980518,2.66481801553609,0.118436076348516,0.244967152657761
"TB9.4",-0.169249679920253,5.99171255722009,2.65717540342637,0.118930361584878,0.245860243024125
"Rv1116",0.258585559934367,3.72011058858433,2.65483116075902,0.119086664048039,0.246054063216905
"Rv2808",-0.426994308453904,2.97186549766859,2.6653159813411,0.119575635009352,0.246934670932699
"vapC24",0.190814094252844,5.62246123666337,2.6460546490496,0.119658442046611,0.246976028862208
"Rv2331A",-0.297537229354646,3.14057557337052,2.64359626869451,0.119823287621819,0.24718658285487
"mce1A",-0.172160003229409,8.96957097211637,2.6341020581138,0.120446671865624,0.248342351739708
"trpB",0.192971263082354,7.25518895495776,2.65079339898309,0.120771525121287,0.248881707609819
"Rv3399",-0.21490056185616,4.60030526371117,2.62805449696045,0.1208483035452,0.248909542485244
"Rv1749c",-0.162403552227251,5.8645486508396,2.62529994385565,0.121031359189313,0.249156131371405
"fabG1",-0.148261825363981,6.4604599720301,2.62363243770984,0.121142443604777,0.249254379257946
"Rv1707",-0.170152154010722,7.51753601860119,2.62054389755264,0.121348474582004,0.249547777838788
"PPE62",-0.221701490038713,3.90869973195768,2.61302516618792,0.121853177977683,0.250454755571684
"Rv3916c",-0.133610307283157,7.04629687982098,2.60547838057385,0.122359969842489,0.251365076428382
"clp6",-0.13924643322924,7.51627169550651,2.59831281257219,0.122844577869335,0.25222889840186
"Rv2011c",0.29084449113671,3.01604354725438,2.59538475582056,0.123046008029047,0.252510691489968
"Rv3720",-0.15037604926811,7.44697739509052,2.59241115939912,0.123245426499901,0.25278806457279
"Rv0691A",-0.424943135603597,5.2319418773104,2.78684605012165,0.123415237341969,0.253004452164307
"Rv0953c",-0.284321218032939,4.22137138265621,2.58649277165731,0.123649511099391,0.25335269617969
"hsd4B",-0.242350259243536,3.88349876814285,2.58223395206424,0.123941106761754,0.253794150914139
"Rv1580c",-0.227005107358552,4.10257678922576,2.58147923806375,0.123993990355103,0.253794150914139
"Rv1739c",-0.246956325467094,10.0049089296467,2.57578917669254,0.124382930102338,0.254457850765781
"fadE34",-0.215739053520406,4.711013394785,2.57074906390225,0.124730496784585,0.254875120802874
"lpdC",0.136684052545418,7.91655012531901,2.57010039408128,0.124774940544062,0.254875120802874
"Rv1085c",0.216651655470803,5.0911689599995,2.57001361047157,0.124781261481021,0.254875120802874
"Rv3239c",-0.150062943953073,6.39751159548385,2.56770408566265,0.124940590379428,0.255068127946377
"Rv3434c",-0.198305623296552,5.15379596335662,2.56376367641138,0.125213782299145,0.255493267409148
"PE2",-0.210595861661806,4.69557975494813,2.55859148796728,0.125573217600549,0.256093850720871
"rfbE",0.156502042379563,5.96477525547813,2.55143154069811,0.126072322510787,0.256978506091935
"cya",-0.14101200889439,6.83806012102883,2.54309484564138,0.126656672681681,0.258035914204937
"ugpC",0.250627731993027,3.89670677997546,2.54150228451232,0.126770174057919,0.258062914971843
"ncRv11008",-0.350744054378567,2.71428589174219,2.54111955461129,0.126801122176048,0.258062914971843
"cyp123",-0.189808484093936,4.86230427576774,2.53804050363651,0.127012900399214,0.258360263790335
"metZ",0.139762501739632,5.93956951648883,2.52514839543519,0.127926028309889,0.260083201742172
"otsB2",0.171795841548463,4.93420043041603,2.52338003113607,0.128052209006041,0.260205263548433
"echA20",0.352659594389815,2.71219268711158,2.51930665348613,0.128346301542918,0.260668224197129
"Rv0078B",-0.185166787710974,6.08609223540061,2.50737377049571,0.129198004920223,0.262262616798843
"irtA",-0.143593671800936,8.05360385399368,2.50549478411254,0.129333313561527,0.262331293988072
"mce4C",-0.143917393230864,6.63978599708885,2.5050525065206,0.129365203440991,0.262331293988072
"PPE53",-0.363021796898188,5.6651252969685,2.68555383969455,0.12971454615029,0.262904185757466
"folD",0.188534909615253,5.40276982076342,2.49876448349662,0.129819722772194,0.262981868890737
"Rv1215c",0.128152959572943,6.72613311145146,2.4966321608105,0.129974022738831,0.263158932297767
"Rv0964c",-0.299172442531775,2.90339671931775,2.49489505782716,0.130106920384685,0.263292502465715
"fadE35",-0.212511133462961,5.26825541317809,2.49137913086904,0.130355799885123,0.263556873081511
"ppsA",-0.236662720378382,8.39207745172084,2.56488720287218,0.130408914731358,0.263556873081511
"ncRv1008",-0.315947858507488,3.25594324105019,2.49027813795323,0.13043854394756,0.263556873081511
"citA",0.133539602855922,6.48762827432448,2.48776326176712,0.130619037974373,0.263786085929765
"cwlM",-0.150367147162156,8.46992815876884,2.48632152007733,0.130724181512002,0.263823568771893
"gshA",0.133297760608548,6.31593827704691,2.4856713758483,0.13077172320925,0.263823568771893
"cut3",-0.146229456606331,5.74026143545984,2.48083498253046,0.131125601549638,0.264401904918646
"Rv1804c",-0.318745699182674,4.10684612338232,2.47828232561993,0.131313818259756,0.264645779218176
"Rv2409c",-0.143746281816168,6.2642559071296,2.47213364361517,0.131764976945636,0.265419057503396
"Rv2313c",0.151593256738915,5.79013963096344,2.4652460093088,0.132273869278201,0.266101240140489
"rnc",-0.125723376858041,7.19443628461649,2.46496561365067,0.132294506351594,0.266101240140489
"ncRv1404",0.211728341250179,5.42163227775804,2.46480580857932,0.132306564747025,0.266101240140489
"Rv3836",-0.236964548292235,4.03127008142015,2.46338238192807,0.132412646312003,0.266178513332356
"ncRv2841",0.255619316879278,4.39423005246758,2.4580602861286,0.132807573588812,0.266836054391412
"dapD",0.163775950732644,6.73783895771821,2.45213203988884,0.133249124824927,0.267577233675714
"pks5",0.133170353094977,6.77603297124577,2.45128269514047,0.133312500763701,0.267577233675714
"cyp121",0.284079282626355,4.00934766997325,2.45814011865803,0.133618627372225,0.268054910801801
"Rv1188",-0.270070025286021,3.83475286078294,2.44332869459744,0.133909439649241,0.268501394281404
"Rv3680",0.150060175518788,8.6963783394589,2.44189472016349,0.134016363675917,0.268578896943992
"lipC",0.125878341337198,7.78003163653289,2.44009194107726,0.134152040894596,0.268713914908014
"Rv0023",0.25230418639599,3.97969218679278,2.43853504752758,0.134270394460345,0.26881411287888
"vapC29",0.246614099979606,4.03957450521443,2.43676847280978,0.134403378672168,0.268943485094766
"Rv0424c",0.18629032484444,5.41220874183182,2.4313934260782,0.134809208437429,0.269618416874857
"Rv2629",-0.203241767707824,10.0815050308197,2.41998021640799,0.135676927495651,0.271101842956117
"Rv0959",0.140896812497783,6.45957749060662,2.41982437991415,0.135688746512607,0.271101842956117
"msrB",0.170993375250723,5.61014721338127,2.41690287982074,0.135912140316006,0.271170729611709
"fadD2",0.127023540294676,8.50907174237514,2.41677458316394,0.135921791187964,0.271170729611709
"Rv0890c",0.209688599421736,5.79565285747505,2.4320628585832,0.135930014945168,0.271170729611709
"mog",0.179410324074696,5.04831647472974,2.41545126867247,0.136023383152973,0.271219457335932
"ercc3",0.141506295780464,6.39513321310874,2.4145245853933,0.136094054873596,0.271222903684259
"vapC35",-0.198185440646215,4.89627417731212,2.40863824792222,0.136546263807249,0.271986330034288
"hycD",0.187997411332241,5.65341804628202,2.40724155837299,0.136653548464138,0.272062277154817
"Rv0543c",0.150823547376745,6.08786418927596,2.40232121266009,0.13703291107017,0.272679550910496
"eccB3",0.192287993361741,9.76388056363649,2.39997033129928,0.137214582368756,0.272817649093232
"Rv2642",0.249587968161584,4.78020503709104,2.399633536672,0.137241008529615,0.272817649093232
"PE13",0.749749640818644,7.10060816138871,2.78232849399579,0.137558026835105,0.273309736146112
"Rv0625c",0.225501432800889,4.35085689370708,2.38861125417171,0.138097698135518,0.274243485343326
"Rv0862c",0.170095525367726,5.14924069823816,2.38279247621453,0.138551687425442,0.274967678561776
"nuoC",0.141192703367126,6.46679087169998,2.38150424226492,0.138652457863,0.274967678561776
"greA",0.12683678476724,7.96518000668452,2.38061588260946,0.138721903142879,0.274967678561776
"Rv0208c",0.130633467953378,7.17200083683923,2.3803601925751,0.138741952705929,0.274967678561776
"lppD",0.146812804570827,8.05097833780441,2.37624380729248,0.13906514778326,0.275469431711653
"fabG5",-0.166797033548589,5.474688512904,2.37284691342769,0.139332726148869,0.275860566013915
"fprA",-0.198627811185734,4.93835636169556,2.36198654583009,0.140192144029711,0.277422482199639
"PPE43",-0.317150737849674,3.46485902033175,2.36272545165294,0.140308845776565,0.277507243677197
"hisI",0.259094880932861,3.82001086288914,2.35967948366882,0.140376058697921,0.277507243677197
"pepN",0.137885262767076,7.56909617248149,2.35797320511517,0.140510636766097,0.277633774504182
"Rv0859",0.21331262935827,7.89703081887727,2.41066164366285,0.140802049827956,0.277947186811905
"PPE57",-0.311858105822583,3.12618841965549,2.35357099818425,0.140864797284633,0.277947186811905
"pbpB",0.129099114902034,7.24350164009021,2.35332561902078,0.140881212634199,0.277947186811905
"vapB41",0.245833131066664,4.81856741748265,2.34827856972324,0.141285318259671,0.278470004143373
"Rv0481c",-0.175904882738314,5.47318575543551,2.34795188293446,0.141311322282744,0.278470004143373
"sthA",-0.152950820630533,8.23160861674944,2.34736040180389,0.141358565906029,0.278470004143373
"Rv3368c",-0.23243327272414,4.0169749885836,2.34637374327115,0.14143858826948,0.278488191317384
"yrbE1A",0.152125383327871,8.94389925123064,2.33673702052273,0.142213516204046,0.279873923335025
"rsbW",-0.164699131617103,5.93963601206818,2.32449625290692,0.143206437162855,0.281687061899336
"pimA",0.190569478333317,5.55679703352694,2.318973854644,0.143657235346294,0.282432565643338
"Rv3277",-0.142182395243556,6.69220930223151,2.3162283533051,0.143881710214456,0.282732591400434
"Rv3118",-0.332005298010744,3.05261743375268,2.30659292557669,0.144675930079249,0.284148577084501
"Rv0314c",0.125387157689734,6.97837472314941,2.30570581712478,0.144746758636843,0.284148577084501
"Rv1287",-0.179591728794734,5.05856865322054,2.30045954261783,0.145180688700524,0.284858269001427
"Rv3831",-0.202985371413644,5.14755682847259,2.29626583981664,0.145528388863371,0.28532266759176
"dinX",0.256142496539062,3.58521717016757,2.2958740299888,0.145562428534993,0.28532266759176
"Rv2857c",0.195007286109893,5.2167316837975,2.29358928273502,0.145750984353182,0.285549986277598
"Rv1728c",0.18157166192515,5.18717448155486,2.29270144672833,0.145824777916838,0.28555235257583
"Rv1219c",-0.255711690424825,4.05234418400623,2.28273808430586,0.146657538331163,0.287040177012337
"Rv3083",0.190443536352964,6.28718190229279,2.29438837439193,0.146851119189796,0.287276132716388
"drrC",0.19366932605137,5.04262366797177,2.27674428905641,0.14716069698402,0.287738659013485
"frdA",-0.180588932939602,5.4777321227185,2.27403363496621,0.147388818578199,0.288041536158288
"Rv2949c",-0.459952113912825,7.4301418748453,2.57276179814171,0.148263997722071,0.289608027328018
"thyA",-0.139373091701973,7.01607461167182,2.26095564331811,0.148496477762021,0.289918185367637
"lprO",0.123098988771818,7.83102776192902,2.25800931092822,0.14874744286689,0.290250928379933
"Rv3785",-0.144921811204384,6.40158447126672,2.2572236093846,0.148814469380357,0.290250928379933
"Rv0910",-0.167401613124608,6.5889464689896,2.25473682183645,0.149200254866275,0.290859168802738
"Rv2901c",0.189781856955314,6.13243389583061,2.26346009667643,0.149449113820238,0.291200006819622
"Rv1887",0.126048763249051,8.24615030320785,2.24435961203725,0.149916847744011,0.291966771794525
"ilvX",-0.157839187614564,6.56545164473823,2.24087371202525,0.150217335680575,0.292407223437596
"pyrB",-0.218065170016499,4.32667328433603,2.23693702150536,0.150558545927649,0.29292646868416
"Rv0250c",-0.180590665352499,6.62764078084685,2.24874992372331,0.150704182115983,0.293064880100977
"mapB",0.129962678982175,6.52596114286503,2.23365434432543,0.150841845363497,0.293187657934781
"PE15",-0.207210591920384,7.9625202685327,2.27435190760291,0.150935135604145,0.293224110353929
"Rv2367c",0.195592784100413,5.21554345135035,2.23157750465545,0.151022254563776,0.293248543659376
"PE_PGRS16",-0.155418874483629,5.83880391617477,2.23023361383803,0.151138913066342,0.293330283178584
"Rv1874",-0.16652075642537,6.17284008573084,2.22883529326339,0.151260451939659,0.293393472895385
"Rv2646",0.241271535442342,3.50400703984159,2.22790477589658,0.151345389878706,0.293393472895385
"Rv3822",-0.1376128681292,8.88204712485753,2.22728684807413,0.151395208433562,0.293393472895385
"Rv0687",-0.175373779707767,5.5715794385158,2.22528589846239,0.151569806251349,0.293548784502383
"ctaD",-0.141591639682151,9.39415162282374,2.22465595457767,0.151624588233056,0.293548784502383
"Rv1680",0.195133875415951,5.33816376707071,2.22257614497796,0.151806432860524,0.293756274900788
"prrB",0.122130639394781,6.68689905101928,2.22125403144141,0.151921827659238,0.293835039336992
"dnaN",-0.127881542478806,7.69853732474665,2.21924048323028,0.152098076806897,0.294031368136773
"ncRv3140",-0.386634537543315,7.94537099614826,2.43486697356441,0.152179014901011,0.294043342151562
"TB31.7",-0.319993295661025,11.573443831599,2.21625569526578,0.152360256912952,0.294249018505426
"valU",0.236731655408955,3.85804904491965,2.21528763985528,0.152446777248304,0.294271649506785
"cyp138",-1.01853290517209,7.0403089231102,2.54483079994561,0.153108801444125,0.295404622305634
"Rv0574c",0.226594205466134,7.71237845975162,2.20626452028741,0.15341326067691,0.295846944854394
"opcA",0.148432710169654,5.93418695928488,2.2022136181435,0.153598607172234,0.296059245769509
"pirG",0.182191177763439,8.56837362449116,2.21291005009324,0.15381627766676,0.296333612311966
"Rv1831",0.129457071692952,6.81567883273158,2.19843105973187,0.153934240409666,0.296415713055128
"Rv2228c",0.17933391555333,5.27621645127258,2.19302107584428,0.154416336804122,0.297092335085259
"Rv3827c",-0.16096318411798,6.58895007888672,2.19278949532313,0.15443666122251,0.297092335085259
"Rv2696c",0.141251853753435,7.07781283417933,2.18982291327009,0.154701645244654,0.297456633622908
"Rv3362c",0.215015975411907,4.69548939602107,2.18722319931985,0.154935304713334,0.297760375545802
"Rv1847",-0.142556253113545,6.17896591539537,2.18157700212298,0.155441129460591,0.298498891400631
"ncRv11144Bc",-0.160091970067597,9.02407180873959,2.18124096675925,0.15547133413317,0.298498891400631
"Rv3686c",0.129844189308834,8.06950857806159,2.17779216071159,0.155781960170741,0.298931640486467
"Rv3008",0.165274819256103,5.40710730634381,2.1770545541093,0.155848702246503,0.298931640486467
"garA",-0.132167886769808,9.05369197895237,2.17076039934777,0.156417627728336,0.299876680060075
"ncRv3285",0.166375343916419,5.64720511064806,2.16533945486798,0.156910009576952,0.300674124537618
"Rv0559c",-0.134218601981145,6.76773319651954,2.16304781308342,0.15711847962977,0.300880139222963
"papA4",0.376389554588004,5.42813718372707,2.17529006227046,0.157170484520383,0.300880139222963
"gabP",-0.147062205151839,6.36868660908223,2.16103500790088,0.157302016497878,0.30098547320168
"Rv0004",0.205019013871934,4.70700535717489,2.15033397100994,0.158282653861904,0.302714613657137
"Rv0897c",0.14018244789984,5.85068471963357,2.14692558156804,0.158595968470095,0.30316644312991
"argR",0.306668469482499,3.79783792060783,2.14687117306545,0.15877419503808,0.303359729616224
"Rv3705c",-0.129323364815455,6.16601203472037,2.14402848249319,0.158863151313811,0.303382348188607
"Rv2226",-0.141907675819758,6.41610686391551,2.14251838122619,0.159002725855981,0.303441444018024
"Rv0502",-0.130909723924051,9.11004984467943,2.14082638464921,0.159159173249558,0.303441444018024
"irtB",0.193149142282563,6.58758714849671,2.1413150363594,0.15928640530846,0.303441444018024
"Rv0324",-0.224430164677999,4.38575038993974,2.1393985577336,0.159291923850577,0.303441444018024
"vapB31",-0.223056637398049,4.01750731593899,2.13928490210493,0.159302674830628,0.303441444018024
"Rv3091",0.152431421477894,5.66873236369305,2.1379069007721,0.159429819273123,0.303441444018024
"rpsD",0.123449226775101,7.59108643908251,2.13785999894712,0.159434027652582,0.303441444018024
"Rv0970",0.195611143453768,5.0090507892252,2.13647816990256,0.159562512159548,0.303516937317998
"cysM",0.162630653633759,7.04025533697022,2.13762611876376,0.159627997791291,0.303516937317998
