"","logFC","logCPM","F","PValue","FDR"
"pstC2",-0.2636318222521,4.81325240181404,3.61041640772687,0.0721197801784599,0.176662026912865
"typA",0.199134967243193,6.21938287626841,3.60713946379768,0.0722385897822758,0.176842944743916
"ncRv1065",-0.18814937494603,6.68229225988815,3.60387883058323,0.0723572535016102,0.176929023903856
"Rv3900c",-0.221830585419967,5.34451561525376,3.60258594902613,0.0724046037721578,0.176929023903856
"Rv3433c",0.268169733367886,4.6193805173247,3.60248261310827,0.0724086752631437,0.176929023903856
"ncRv12783c",0.358775233311129,3.27281857638468,3.59873483270912,0.0725490781036689,0.177162056647941
"ncRv2993c",-0.307076124901357,3.03566736955444,3.59292376824141,0.0727631458291254,0.177574575491178
"gcpE",0.157289577269497,7.83819837534536,3.59083895748089,0.0728344893656514,0.177638488012692
"espG1",-0.16459324608637,7.64940795797065,3.57835921829122,0.0732946484867688,0.1786488469642
"PPE55",-0.159644885702847,8.03273795448277,3.57705290421638,0.0733430087222837,0.1786488469642
"snoP",0.240247182840386,4.40531370539997,3.5750784107994,0.0734168837390836,0.1786488469642
"prfB",-0.161919224483668,6.69837133395179,3.57341243780086,0.0734779862614569,0.1786488469642
"aftA",0.206615244043427,5.25928383510591,3.57281969819711,0.0735002838276841,0.1786488469642
"Rv0560c",-0.232119202215432,4.87017603876531,3.57225525184164,0.0735212209545095,0.1786488469642
"Rv1957",-0.318831362240765,4.70537639852599,3.59264560953972,0.0737560461037453,0.179108818130947
"ncRv2885",0.352178192425392,5.61833845065128,3.71127426925407,0.0738189916566492,0.179151087709598
"stp",-0.198975240552199,6.17229177087155,3.55806752308096,0.074050104276485,0.179601177696481
"mesJ",0.236906976954298,5.06840893615352,3.55602062687337,0.0741270216916924,0.179667630003865
"Rv0044c",0.256487174846963,4.81052145859727,3.5549072185588,0.0741688437026629,0.179667630003865
"ephF",0.167344933881704,6.43742258114872,3.55067222147376,0.0743276333035517,0.179861488673684
"ansP1",0.165845158052528,7.63733912712835,3.55033452319269,0.0743403102652288,0.179861488673684
"Rv2663",-0.344323205318792,4.47763141820589,3.56873637673265,0.0747611974628159,0.180768623736151
"Rv1200",0.159918592248386,6.50007599243721,3.53731864825118,0.07483188738368,0.18082840599963
"leuX",-0.344333463140382,3.23438635751819,3.53613320140548,0.0748791464272315,0.180831529800325
"Rv0750",-0.497017387966557,2.48389833999943,3.53274243932731,0.075010185894423,0.181036853563595
"Rv0027",-0.259835929405915,4.53765874470714,3.5286723860684,0.0751607912145421,0.181289118723488
"ogt",0.213236795040985,5.93060451025203,3.52389896670046,0.0753426245917742,0.181616351191201
"PE_PGRS13",0.243102163854173,5.69017274556697,3.52390032814766,0.0755082193446913,0.181904063014094
"fadE10",-0.197437092486886,8.94838355721689,3.51528442564429,0.0756725089515136,0.182030120260515
"Rv3032A",0.279452926145553,3.62892181462204,3.51489885365463,0.0756896026946878,0.182030120260515
"Rv0531",-0.238660566389856,5.22353516061676,3.5126109881624,0.0757754835282343,0.182030120260515
"Rv3355c",-0.214815410937666,5.10549553121975,3.51230306445176,0.0757873581159449,0.182030120260515
"pyrD",0.248597150134128,5.72798927117592,3.5413329049501,0.0757919006066914,0.182030120260515
"rpsQ",0.201641414215625,7.5673028201084,3.51382635707438,0.0758942907268338,0.182121960095505
"recR",0.161026511324154,6.57077652301644,3.50878303532017,0.0759227286620815,0.182121960095505
"moeA1",0.15782455305878,7.22436251779897,3.50406352371824,0.0761048367697664,0.182447548965424
"Rv0576",0.174215152033134,6.03152285192429,3.502274539499,0.0761740763921353,0.182502324315871
"trpC",0.182673500465069,7.73248265221461,3.49874236267182,0.0763108564779145,0.182637227014834
"Rv0485",-0.185503982709456,7.29056248628072,3.49842306222552,0.0763232336584615,0.182637227014834
"prpC",-0.650731062497315,8.53841486015902,4.17284942307039,0.0764802799816889,0.182891663598071
"Rv1065",-0.172362337509904,6.8557726207615,3.49329204043867,0.0765225415054461,0.182891663598071
"echA2",-0.210840855132232,4.98408076476786,3.48306550756707,0.0769218538456479,0.183734409853539
"Rv0998",0.196109934408392,5.65096305376223,3.47903563402658,0.0770796154026561,0.183914091860438
"fadA2",0.177717112320026,9.03368736996456,3.47875250624267,0.0770905789216731,0.183914091860438
"Rv2133c",0.164719585498336,6.41976594772829,3.47479213843103,0.0772461681124025,0.184173591123753
"kstR",-0.195121252608612,5.60632437460377,3.46904904410176,0.0774725610811759,0.184506386598585
"PPE16",-0.237368732452891,4.59105731013817,3.46849357733082,0.0774947118130465,0.184506386598585
"espJ",-0.168333258010091,7.2331396342994,3.46768017215543,0.0775264506983887,0.184506386598585
"Rv2272",0.291015707585825,4.17433027138968,3.46537958997887,0.0776191544287482,0.184604467685786
"ribF",0.204692814934741,5.58996933409453,3.46344416781347,0.0776941191136024,0.184604467685786
"ctpE",0.201440557534254,5.87253066426739,3.46308274635799,0.0777084388631575,0.184604467685786
"Rv1708",0.185683490486399,5.86025271672117,3.45994211752123,0.0778329153311254,0.184788587153076
"folP1",0.223200007716022,5.39313083228027,3.45581021483425,0.0779970807730643,0.185066656068296
"Rv1424c",-0.239920424202964,5.41717002508566,3.45274994031232,0.0781188940879361,0.185243959820338
"Rv1910c",-0.237945360511643,4.79699558128293,3.44898141645513,0.0782693396918508,0.185459635292999
"ctpB",0.169756355913285,7.09925513244607,3.44810305040846,0.0783041317289455,0.185459635292999
"relE",-0.261164772789569,4.39518520944927,3.4468282844681,0.0783555375725673,0.185469726119422
"glnE",0.156711732124323,7.94590571141305,3.44306416319552,0.0785057531938789,0.185713549648057
"Rv1684",0.307742959381586,4.44681132127933,3.43927395075864,0.0788253041056158,0.18624749088953
"Rv2038c",0.305488850265335,3.36086486597006,3.43447347631757,0.0788528093655937,0.18624749088953
"manA",0.189084947777103,6.37445441457819,3.43391400067149,0.0788734925831104,0.18624749088953
"Rv3040c",0.214069367343046,4.85249181236235,3.42686662395836,0.0791584292994021,0.186725316976266
"Rv0874c",0.20138638890511,5.79942128513205,3.42561071631669,0.0792089166110939,0.186725316976266
"dnaZX",0.160668171144287,6.8337085913486,3.42321694943012,0.0793058150654813,0.186725316976266
"Rv1786",-0.284247218493434,3.88511795772497,3.42315983998365,0.0793090548693484,0.186725316976266
"Rv1648",-0.183107628317055,5.79808497078977,3.42303812380479,0.0793131684461973,0.186725316976266
"Rv2250c",-0.406860801388851,2.96629058239691,3.42153758199315,0.0793768299641275,0.186763426482582
"Rv1184c",-0.207800260911268,8.66353362705871,3.41572580809561,0.079610236206651,0.187200639113548
"Rv1073",-0.183241479702077,8.54906494403866,3.41239759152748,0.0797459263669774,0.187407690757281
"lprC",0.159302875767431,6.75102699000201,3.40717894310787,0.0799592389213069,0.187796803532192
"Rv3851",0.288773061341754,4.20264090041819,3.40568562523731,0.080021689065588,0.187831339369942
"metT",-0.212817109905352,5.41445433452347,3.39404730547227,0.0804991855941006,0.188839472944062
"ftsZ",0.172391074485597,7.17437212261969,3.39087566751592,0.0806299275559594,0.189033453519156
"bioF2",-0.204713185226319,5.1761008463241,3.38126775447722,0.0810285082643038,0.189854765641317
"Rv2025c",-0.301883638468719,3.34434448448577,3.37673956872114,0.0812195110125565,0.19018902162107
"Rv0500A",-0.179044417642983,7.95884362028966,3.37538490719989,0.081273173454507,0.190201466014295
"Rv0790c",-0.327591924593043,4.16348677504482,3.37284476606024,0.081379777801219,0.190337720493458
"Rv1273c",0.208757604015886,5.23356129373388,3.36968719825507,0.0815115185426518,0.190532569190013
"cysH",0.159372082559189,8.78250063400677,3.36072494916682,0.0818874639283627,0.191297674046425
"mtrA",0.160634204001907,8.25111445757694,3.34503034707162,0.0825511048254797,0.192733558684532
"cysW",-0.301817286325935,4.77360740545196,3.34296629922018,0.0828462416290261,0.193307897134394
"Rv2144c",0.151690983649968,7.76131104285328,3.33621737831935,0.0829265008727948,0.193380470914982
"merT",-0.192428695046214,5.74448465108461,3.33366938134918,0.0830355371015485,0.193451881289546
"Rv2619c",-0.190409907075097,7.55287193790601,3.33320388378751,0.0830554721652372,0.193451881289546
"Rv2828A",0.41926342424512,4.17413781397363,3.40856437372863,0.0832206218838336,0.193721849994675
"Rv0216",-0.229471384223773,5.13106698575515,3.3232528022659,0.083482584638823,0.194120802485126
"lepA",-0.174958685613149,6.03306581362167,3.32116998830627,0.0835721769769467,0.194120802485126
"Rv3466",0.349770138001095,2.98090204478548,3.32044993461725,0.0836080239245136,0.194120802485126
"Rv2532c",0.320457119498288,4.54849215696818,3.34665755413896,0.0836139086919048,0.194120802485126
"Rv3085",0.238242663677845,4.7071912971944,3.31937316954837,0.0836498737055916,0.194120802485126
"malQ",0.168052940300286,6.247447120549,3.31848082616587,0.0836880734658805,0.194120802485126
"echA15",0.259844625387288,4.35646743771645,3.30034302654992,0.0844760755086981,0.195833165027235
"nadC",0.165782214206851,8.98277685982655,3.29314819548894,0.0847898900565067,0.196444892510187
"pdc",-0.160673773875416,6.49201528034015,3.29075050824393,0.0848950640263636,0.196451423500744
"MTS0858",-0.331410262749073,3.10016940588656,3.28971768374351,0.0849425194140229,0.196451423500744
"ncRv11092c",-0.331410262749073,3.10016940588656,3.28971768374351,0.0849425194140229,0.196451423500744
"hsd4A",-0.235448998911475,5.80307907558622,3.29061732169581,0.0850340138202564,0.196547479652696
"Rv1578c",0.378228711313357,3.00303539828934,3.27605282305145,0.0855456559969808,0.197613981616044
"nuoK",0.386233369179734,4.74344507766094,3.43717395368546,0.0857273862270233,0.197917568906754
"Rv1937",-0.196125557182653,5.46525116857093,3.26688472015521,0.085950281085699,0.198315780522663
"Rv3193c",-0.146203065382875,8.40340850185374,3.26172200925528,0.0861803520039321,0.198730073143886
"Rv2307D",-0.246273548706922,4.83921465451219,3.25735943959814,0.0863757638016963,0.19906400398118
"Rv2690c",-0.166450222594623,6.53081633527427,3.25319475844469,0.0865622276620783,0.199376934205279
"Rv2464c",0.186556673917335,5.37172885717453,3.24210079608067,0.0870622313302749,0.200411245203804
"nuoF",0.209698506761353,7.18145472540161,3.26436694305868,0.0872011412527385,0.200613619700745
"Rv0161",-0.284026032154259,4.40619553544726,3.23397785402625,0.0874306692821318,0.201024110435948
"Rv2624c",-0.412377152370203,10.1683010402279,3.23679983771389,0.0877623238491546,0.201668797910382
"amiB1",0.170514529889103,5.65287469114348,3.22544043012598,0.0878189671077709,0.201681153883229
"nanT",-0.167139586578478,6.11226321750201,3.2222519675982,0.0879646398537914,0.201897837330697
"dnaA",-0.20157210331433,8.06494883208314,3.22257838140184,0.0881195129426072,0.202135372545899
"ino1",-0.172563610080419,10.0961830169627,3.21143396641405,0.0884610596806949,0.202800587869379
"mtn",-0.250554070057373,4.7950645912472,3.20648193623724,0.0886899714863936,0.203198813702721
"mrr",-0.236286333424509,4.85103365841658,3.20543766415703,0.0887380686175075,0.203198813702721
"Rv3259",0.258288185494803,8.0954742355237,3.30116853980249,0.0889374534788377,0.203536906332605
"Rv2303c",-0.182508628758433,7.26314864539635,3.19564021612219,0.0891918363516749,0.204000397795052
"Rv1320c",-0.174883626190453,7.14112699933293,3.19013467890327,0.089448233557604,0.204401498941969
"ncRv11160A",-0.293110967866856,3.49418226447354,3.18967039452565,0.0894711187539581,0.204401498941969
"Rv0325",-0.334373373768824,3.48538504736339,3.17959337326376,0.0899427851111028,0.205331226274088
"hpx",0.19321216298765,7.58631319746413,3.18235317688626,0.089982469267038,0.205331226274088
"serX",-0.481321147430772,5.04189956956706,3.43721019295512,0.0904554147730072,0.206290783604064
"Rv0303",0.216037501720826,4.56796428429753,3.1644538894429,0.090656097507673,0.206477426883004
"lppJ",-0.145784936105671,6.88867026920626,3.16334420754942,0.0907082302457039,0.206477426883004
"Rv0856",-0.190204777471662,5.17081814012386,3.16272447813538,0.0907378337456627,0.206477426883004
"subI",-0.206459289539934,5.75824201705319,3.16252471845349,0.0907471965126372,0.206477426883004
"Rv3400",0.196831561824556,5.54365610489439,3.15968390170662,0.0908821519478613,0.20666496286872
"Rv1086",-0.195057739637767,6.02731337222864,3.15689986618064,0.0910144622503303,0.206846270648642
"Rv1156",0.137919967229338,7.50066906999773,3.1523959164797,0.0912290978415687,0.207214359647073
"tgs1",-0.49808008277053,12.8140895454947,3.15140076987829,0.0914874118140852,0.207681176039591
"Rv1290c",0.236893960619936,4.60717386725918,3.14379100671442,0.0916413894960368,0.207721694005555
"Rv2837c",0.163309873497639,6.36804985096104,3.14331625377871,0.091663803471452,0.207721694005555
"Rv3403c",0.199901444440236,7.89082080394445,3.14293480521432,0.0916820581518982,0.207721694005555
"ufaA1",0.201870345210862,4.96807127732301,3.14223197591216,0.0917164673329052,0.207721694005555
"atsD",-0.164666298107955,6.84684466641352,3.13971785541223,0.0918366505451795,0.207798858615789
"lppA",0.250888439640575,5.43383497936944,3.15478587276097,0.0918561807658508,0.207798858615789
"Rv2414c",0.204267983908461,5.76043710044837,3.12602462330656,0.0924983298416467,0.20911582119532
"mmaA4",-0.165315462586287,8.32459717657491,3.12506651546993,0.0925446478650361,0.20911582119532
"dppB",-0.305823054516692,3.65493902884438,3.1230727778893,0.0926428174353664,0.209217476343704
"trpS",0.203824125502128,5.66135567840241,3.11921215899785,0.0928295286890076,0.209340283848628
"Rv0926c",-0.224279318445925,5.15699850573489,3.11810323575757,0.0928836558717125,0.209340283848628
"ung",-0.149865162748828,6.80713617207059,3.11805234570732,0.0928858662935127,0.209340283848628
"lppW",0.155471830118245,8.20920827078409,3.11755616590895,0.0929100497203114,0.209340283848628
"Rv3377c",-0.214698014885116,6.59490544897018,3.13851209698296,0.0930435267937221,0.209359181874688
"Rv1366",-0.242037939233907,4.16021958071144,3.11415014686791,0.0930771963679562,0.209359181874688
"Rv1473",0.165455303847808,6.37922634744719,3.11411520393013,0.093078090772453,0.209359181874688
"emrB",0.152994802568998,5.90143632598135,3.11243390712724,0.0931603759347242,0.209388821373948
"Rv0360c",-0.300725778693797,4.02918845674357,3.11169374871114,0.0931977189186025,0.209388821373948
"rpsO",-0.152632290243115,8.00957818097368,3.1087458227762,0.0933408551619627,0.209518610829431
"PE_PGRS12",0.245831049024594,4.62706673772544,3.1083230753436,0.0933620042663934,0.209518610829431
"Rv3482c",-0.166382917887738,5.83289021684575,3.10639454366073,0.0934563527239162,0.209610770590585
"sahH",-0.17056352198486,8.68323124525262,3.10345897192009,0.0936004903932846,0.209814432596685
"Rv1342c",0.275666010544209,6.6740326765097,3.19455666531314,0.0938354153981963,0.21016031242549
"parE2",-0.247194731844799,4.7418634970852,3.09753571247117,0.0938927318024525,0.21016031242549
"mcr15",-0.19713534744884,5.11930270432132,3.09708134677112,0.0939150557305569,0.21016031242549
"lpqC",0.197795650247323,4.93988472836702,3.09424900089128,0.0940552947621114,0.210354479587349
"Rv1575",0.331034713556962,3.38693369544611,3.08804798177021,0.0943636966750188,0.210823453737196
"Rv2997",0.283156235550231,3.96720392385491,3.0878669598397,0.0943721662509409,0.210823453737196
"kdtB",0.271608481113529,4.15355732783126,3.08675535464739,0.0944280471667029,0.210828568418734
"PE_PGRS11",-0.27787673626512,4.06545667093877,3.08480957493669,0.0945238184180655,0.210857036846812
"Rv2575",0.167487633419983,6.17929265344896,3.08328631130676,0.0945990356447723,0.210857036846812
"Rv2425c",0.176830646305158,5.80017874736679,3.08323627543776,0.0946015938064623,0.210857036846812
"Rv1363c",-0.151538510958728,6.11439232459796,3.0779391751335,0.0948657884280919,0.211326167427018
"Rv0584",0.202446340556873,4.67395153568776,3.07165618541057,0.0951807683924364,0.211907834100648
"Rv1864c",-0.21928000371416,5.31852008454784,3.07012253985355,0.095257461187527,0.211936284151533
"ncRv0475",0.199869403574115,6.53941345187782,3.07266522096691,0.0953012930005239,0.211936284151533
"ncRv10699",0.187401096920948,5.53685186629924,3.06380592641951,0.0955753500904068,0.212425665116192
"Rv1218c",-0.321874455204293,4.8173519875367,3.09729344629291,0.0957095818698158,0.212603893323464
"ncRv11315D",-0.278332529874636,15.0591342350752,3.05893161935288,0.0958211029462203,0.212685826492824
"Rv3134c",-0.247991664821992,10.4944853403138,3.05686058292577,0.0959259786192705,0.212685826492824
"espK",-0.169357637297864,8.14296201668229,3.05628512253815,0.0959550188261716,0.212685826492824
"glpX",0.171644418607738,5.92402255631534,3.05613646510693,0.0959627203926698,0.212685826492824
"Rv0307c",-0.247455954024555,5.33812438773342,3.05260560370571,0.0961417659957346,0.212907802077458
"Rv0196",-0.186622766800449,5.41136000650501,3.05202738626831,0.0961711144615261,0.212907802077458
"Rv1474c",0.22700565218125,4.65040583461268,3.04949158932267,0.0963005634257009,0.213074474981275
"Rv2141c",-0.150665935040474,6.40021836710682,3.04772487765231,0.096389791170445,0.213152017124525
"vapC9",0.272662942007676,4.32488310173636,3.03773303302474,0.0969005148035658,0.214096047704406
"Rv3491",-0.161360729329882,7.36378057528864,3.03723368178129,0.0969255365941911,0.214096047704406
"Rv3910",0.153836813223495,8.03725054602062,3.03103324754341,0.0972438749030305,0.21467867781623
"PE_PGRS34",0.32024733609885,3.65547958356071,3.0254268241802,0.0975340631327295,0.21519854423116
"smpB",0.196093619273632,5.04309807626009,3.02084635341694,0.0977699890234016,0.215598170862142
"Rv3688c",-0.195306554129953,5.40396877090991,3.01902582657085,0.0978640297468117,0.215684645951797
"mazE5",-0.229041419838107,4.86367182932713,3.0168248407696,0.0979783108747286,0.215815607492263
"Rv0830",0.164190368453183,5.99449590071392,3.00141434537234,0.0987817098712831,0.217323743196383
"ftsE",-0.171271931439712,6.30102949350148,3.000993904707,0.0988037015662789,0.217323743196383
"Rv1866",-0.187331660905803,5.19230806536502,3.00052018323719,0.0988287179914411,0.217323743196383
"rip",0.134103238120505,7.11443324246304,2.99098188034436,0.0993299894457525,0.218197641373403
"Rv1004c",0.312328071770331,5.76649621919746,3.13218448101661,0.0993583686368216,0.218197641373403
"Rv2134c",0.175002641472666,7.22857586103058,2.98979662967719,0.0993925199138632,0.218197641373403
"Rv0786c",-0.238121133753525,4.64705983563414,2.97427186552708,0.100216188522909,0.219833884121681
"ppsB",-0.290104672733776,7.65064452450741,3.14823762800358,0.100249615687416,0.219833884121681
"Rv1364c",-0.153157215855427,6.87051088568139,2.97070583201341,0.100406097179287,0.220054365628587
"cysA1",0.152072420682675,6.4131721250706,2.96926444489673,0.100483123930006,0.220100562105034
"Rv0144",0.14580996828792,8.02171690626772,2.96785534002911,0.100558469437955,0.220128852520787
"ilvE",0.157046806759029,6.51781120393272,2.96693105071983,0.100607950389521,0.220128852520787
"Rv2912c",-0.249651520945831,4.32951811300986,2.96562974771102,0.100678274062729,0.220160272464023
"pcd",0.224922809654182,5.08180621630126,2.96093132213928,0.100930144006217,0.220588436955809
"mec",-0.318351150902431,6.35959279425804,3.130435467295,0.101115441999276,0.220870710063938
"ligC",-0.261168762874559,4.50437820916424,2.95624810135278,0.101182182690872,0.220893843898941
"Rv0477",0.150037064939786,6.62281643389751,2.95067159826116,0.101482849511611,0.221274364914967
"Rv0493c",-0.273085799418563,4.89145229966576,2.95323678249823,0.101517232280533,0.221274364914967
"Rv0495c",0.197690984794364,5.65257309533941,2.9492979085882,0.10155732819919,0.221274364914967
"vapB37",-0.21227736385537,4.56273707139192,2.94885685482888,0.101581470014344,0.221274364914967
"Rv2377c",0.314348278748485,5.3899698279285,2.94758430000492,0.101650779710207,0.221302804305454
"Rv3394c",0.344290084145985,3.19162030762997,2.94562788348835,0.101758431053752,0.22133915357124
"Rv0236A",-0.150153317201345,6.11490970712906,2.94518900837291,0.101780002239546,0.22133915357124
"miaA",0.273527436348299,4.63063558770275,2.93666332931711,0.102244173206697,0.222225733367484
"Rv2661c",0.318020831915802,2.89317049211698,2.93528582918563,0.102322679738415,0.222273562722763
"Rv0406c",0.249033167570882,4.92140116063598,2.93141233672093,0.102531036729309,0.222586570211046
"Rv3402c",-0.240317082816872,8.69113399368109,2.93908340385949,0.10257993182324,0.222586570211046
"pks17",0.244253701599247,4.12561635560561,2.92774157653989,0.102732691835698,0.222795154179513
"mshD",0.154705965883587,5.80692345081972,2.92666285432873,0.102791276608257,0.222799384119494
"csoR",-0.229208298811504,5.9534471336131,2.92431869720648,0.103092978496864,0.223275493570758
"mez",-0.192471091992932,5.62355922895477,2.92060604663188,0.103124446318777,0.223275493570758
"Rv3679",-0.188369546029422,9.5113501263092,2.9074235765355,0.103853860027836,0.224730589591904
"Rv2886c",0.222608470041007,5.71979797544975,2.90640514457334,0.103910763209882,0.224730589591904
"thiL",0.278235380461698,5.82631424288613,2.9668301651717,0.103995144530704,0.224789504716369
"Rv1772",-0.166748110594494,8.35831357719663,2.89858883969155,0.104346199493138,0.225424463924221
"Rv0011c",-0.220613765228009,5.05464250152363,2.89317230046973,0.104649746837348,0.2259561493184
"cobS",0.213734363704245,6.13489710085576,2.89859983016577,0.105293041739716,0.227091872772506
"mutT4",0.183761539612097,6.02760323084447,2.88086471056434,0.105342362922535,0.227091872772506
"Rv2258c",0.168319458122917,6.52112544679409,2.88065813772929,0.105354030867819,0.227091872772506
"secD",0.149499132860792,7.78012196494789,2.87972530432612,0.105406649639704,0.227091872772506
"Rv1833c",-0.176292721852545,5.76881715579736,2.87447777167847,0.105704011045603,0.227607870527313
"trmU",-0.168215624170642,6.05129756651545,2.86571509272469,0.106202566855768,0.228362506847554
"Rv2542",0.164640935060234,5.46065833611579,2.86550744495042,0.106214577552956,0.228362506847554
"rpoA",0.158834769463193,7.90366592261311,2.86353904365178,0.106326723653477,0.228362506847554
"ileT",-0.235698425945412,4.32837563842467,2.86342816664158,0.106334004470344,0.228362506847554
"Rv2060",-0.213919787686512,5.5836804672465,2.86322717362396,0.106344715949344,0.228362506847554
"Rv0607",-0.32609887891486,3.83373337875772,2.85960729346975,0.106552503499244,0.228683878213872
"Rv1044",-0.336794910965681,3.36397171518636,2.85854993240705,0.10661365437115,0.228690357849566
"Rv2825c",0.271602995715445,4.16241278144722,2.84243409564902,0.107541264381761,0.230554405492016
"mmsB",-0.194865951671865,5.41372818285607,2.83892945307842,0.10774399689062,0.23063155752709
"dipZ",-0.283430648407954,3.83511771429975,2.83894243553476,0.107744142480631,0.23063155752709
"thrC",0.134313442677498,6.64507630590363,2.83876906718411,0.107753127283882,0.23063155752709
"vapB38",0.240040785701636,4.2589246758572,2.83736178838752,0.107835378759267,0.230668197363888
"ncRv3848",-0.279411487077467,4.00357437550729,2.8364395681121,0.107889284859566,0.230668197363888
"vapC34",-0.252746038306517,5.05340168930781,2.83453016703272,0.107999718121213,0.230668197363888
"lhr",0.159215889389869,7.31738951544065,2.83443893388948,0.108004783819085,0.230668197363888
"pks6",0.22881917367148,6.41830847010579,2.88636521512323,0.108361378372207,0.2312290600629
"leuD",0.183135404182499,7.62119213469625,2.82792040568573,0.10838494833655,0.2312290600629
"mbtG",0.333038251970009,6.96659035078956,2.98594862931589,0.108492703317084,0.23133349314331
"pssA",0.189677988046101,5.5863886960009,2.82494504966618,0.108559150233906,0.231349781701076
"Rv0111",0.17017768785192,5.63874648494781,2.82246605688886,0.108704623474996,0.231487461069255
"Rv0245",-0.263281903805215,5.24542039237263,2.84184166045903,0.108741440786981,0.231487461069255
"mazF1",-0.328253877271012,2.82289842527195,2.81802500188883,0.108968035577133,0.231714627933465
"gmhB",0.262450882452016,4.51449623544749,2.81878953750994,0.109006150878848,0.231714627933465
"pknB",0.197956012784373,6.96307804731465,2.83695620342661,0.109024854170016,0.231714627933465
"Rv0725c",0.164693065094108,5.60676839765845,2.81582304554693,0.109094822283598,0.231738137615376
"ncRv3402c",-0.293233902081717,5.67178452265656,2.81266371450093,0.10928175218227,0.231889569708257
"Rv2451",-0.444194636067921,3.74515192570109,2.90495844301177,0.109284001585945,0.231889569708257
"narU",-0.165107508784823,6.16655263740349,2.81054614806627,0.109406005481949,0.232023302191906
"Rv0008c",-0.244655364720975,4.36520558659393,2.80693317745648,0.109620281504114,0.232352471679517
"hpt",0.146384006167596,6.04901032023142,2.80484236836749,0.109743745303994,0.232488903621924
"pknL",-0.155658546107471,6.04022355326655,2.8002126431776,0.11001868092233,0.232945904600885
"Rv2159c",-0.220748624514654,8.60974974519878,2.82176868769233,0.110163534967996,0.233127136398115
"Rv0108c",-0.161705758632853,7.91982839426747,2.79480258974854,0.110340956423701,0.233245497449977
"vapB24",0.158305124761448,6.21419121702083,2.79411056742811,0.11038233779604,0.233245497449977
"Rv3103c",0.243705260929592,3.80521146467966,2.79387788094715,0.110397335091982,0.233245497449977
"lppY",-0.247560486776673,4.36908574856219,2.79118925492523,0.110557827144769,0.233417888361415
"Rv3197",0.145322769435769,8.5044131912099,2.79050882511935,0.110597596315627,0.233417888361415
"hisA",0.1844472163502,5.24948966594341,2.7826220384192,0.111071089025615,0.234291508968777
"Rv3070",0.25900428020241,3.47658013514726,2.78069249666012,0.111188815281535,0.234414147544244
"Rv3472",-0.267680215911189,4.68745528400734,2.78064337802054,0.111364220763401,0.234658192010295
"Rv3054c",-0.410706548624716,7.14099285815455,2.89334420978669,0.111441687448833,0.234670555009154
"rpsB",0.131941349345596,7.63807523872162,2.77567963484173,0.111489391792605,0.234670555009154
"lspA",0.18913782434611,5.85577268584849,2.77270525539764,0.111669404009302,0.234920662936513
"Rv1566c",-0.195031903819691,7.54415223799278,2.79114606200753,0.111727646251707,0.234920662936513
"serS",-0.233371448829125,4.81665055385391,2.76349457537789,0.112228876842074,0.235848505073033
"gltA2",-0.147120108174098,8.51822308845994,2.7522814591501,0.112913849708112,0.237161283903743
"Rv3857c",0.238032711111692,4.77431141486348,2.74423691474567,0.113408986290018,0.238074147313196
"lpqZ",0.155501259018511,5.98277341432853,2.74110569542764,0.113601945062951,0.238352027668079
"Rv2146c",0.190355350395142,5.96993163628696,2.73829852503579,0.113775531358201,0.238588987400406
"Rv2030c",-0.309744780708323,12.6079378398267,2.73450876317636,0.11401050565142,0.238954357609316
"Rv1126c",0.206656113407941,4.65050131745688,2.73145279325995,0.114200450546646,0.239209310204083
"vapB12",-0.402712391553417,2.76474301998197,2.73064474318696,0.114253760516897,0.239209310204083
"lprH",0.176877557576134,5.22726096412157,2.72927766125455,0.114335659317116,0.239253448805071
"Rv3198A",-0.222243228813113,5.0058385952298,2.72180979083167,0.114801972706535,0.24010152080144
"hemZ",0.142178612975481,5.79206995272381,2.72012653959077,0.114906852339363,0.240193175931486
"pheS",0.183239408627694,5.93765835639107,2.71011956780742,0.115535583232084,0.241379173890078
"Rv0064",0.142375081732699,7.22156219764026,2.70451161377098,0.115889487234295,0.241950751913808
"lpqJ",-0.217081689603129,4.43305781341065,2.70270528169709,0.116005273396445,0.241950751913808
"Rv1810",-0.200378603843556,7.45209294517747,2.72040851420265,0.116059364609128,0.241950751913808
"Rv1585c",-0.273803671322322,3.97366061588495,2.70147992509217,0.116082162853103,0.241950751913808
"Rv0312",0.147941732457666,7.76011715028908,2.70075018964362,0.116127708914884,0.241950751913808
"ncRv10710c",0.27962185558305,3.34307505796848,2.70003948195649,0.116178182604266,0.241950751913808
"mmpL2",-0.169392769827671,6.92559278384348,2.69702623510241,0.116364138591157,0.242147969879062
"ncRv10071",0.332488996776514,2.37696658184099,2.69670143059962,0.116395986538207,0.242147969879062
"moaD2",0.224302535482942,4.35421200138797,2.69416808651528,0.116546658358103,0.242333273774195
"rplR",0.205998056382193,6.56563229443618,2.71952350969856,0.116620957471729,0.242359665448379
"hadC",-0.172886447951943,7.60967951724682,2.68948723147359,0.11693013387629,0.242807083178801
"Rv2312",-0.236382493576893,4.46470562007588,2.68769156369246,0.116959690550033,0.242807083178801
"ftsX",-0.163102970865877,6.53971573155371,2.68593739182999,0.117071595793207,0.242911211946453
"Rv3767c",-0.199651815943013,7.321268103315,2.69832341092516,0.117452548921937,0.24357318263516
"Rv2137c",-0.184281625394778,10.5063111150058,2.67589855613451,0.117716318233836,0.24386980189677
